รหัสสถานี,ชื่อผู้ได้รับใบอนุญาต,ชื่อสถานี,ความถี่,ประเภทบริการ/กิจการ,สถานะใบอนุญาต ปี 2567 (eBcs),อำเภอ,จังหวัด,ละติจูด,ลองจิจูด,ตรวจสอบมาตรฐาน 2566 ,ตรวจสอบมาตรฐาน 2567 ,ตรวจการแพร่แปลกปลอม ,ยื่นคำขอ 10/1/68   ,หมายเหตุ
05540072,ห้างหุ้นส่วนจำกัด ลาดใหญ่เรดิโอ,นิวเรดิโอ,87.75,บริการธุรกิจ,ได้รับอนุญาต,เมืองชัยภูมิ,ชัยภูมิ,15.794736,102.193047,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-11 00:00:00,
05520463,ห้างหุ้นส่วนจำกัด วิทยุเมืองเก่า,เมืองเก่า,87.75,บริการธุรกิจ,ได้รับอนุญาต,เกษตรสมบูรณ์,ชัยภูมิ,16.281654,101.924068,,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-17 00:00:00,
05520448,วัดเทพโพธิ์ทอง,วัดเทพโพธิ์ทอง,87.75,บริการสาธารณะ,ได้รับอนุญาต,เทพสถิต,ชัยภูมิ,15.376394,101.43346,,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-11-20 00:00:00,
05520452,บริษัท เกรท ซาวด์ มาร์เก็ตติ้ง จำกัด,ลูกทุ่ง ไทบำเหน็จ,88.0,บริการธุรกิจ,ได้รับอนุญาต,บำเหน็จณรงค์,ชัยภูมิ,15.462473,101.713328,,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-10 00:00:00,
05520398,ห้างหุ้นส่วนจำกัด ไทยซีคอน,คนระเหวฯเฉลิมพระเกียรติ,88.0,บริการธุรกิจ,ได้รับอนุญาต,หนองบัวระเหว,ชัยภูมิ,15.738608,101.771747,,,ยังไม่ตรวจ,2567-12-26 00:00:00,
05520478,ห้างหุ้นส่วนจำกัด เต๋าโคกสว่าง เรดิโอ,เสียงจากประชาชนคนท้องถิ่น,88.25,บริการธุรกิจ,ได้รับอนุญาต,บำเหน็จณรงค์,ชัยภูมิ,15.456525,101.716622,,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-23 00:00:00,
05520469,ห้างหุ้นส่วนจำกัด พูชัย ซัพพลายเออร์,ลูกทุ่งไทยแลนด์,88.5,บริการธุรกิจ,ได้รับอนุญาต,แก้งคร้อ,ชัยภูมิ,16.106686,102.105742,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-11-28 00:00:00,
05520414,กลุ่มคนชมรมคนรักษ์บ้านเกิด,วิทยุชมรมคนรักษ์บ้านเกิด,89.25,บริการชุมชน,ได้รับอนุญาต,ภูเขียว,ชัยภูมิ,16.296593,102.261397,ตรงตามมาตรฐาน,,ตรวจปี 2567 แล้ว,2567-11-12 00:00:00,
05520407,ห้างหุ้นส่วนจำกัด สุระธนอนันต์ ธุรกิจ,คนบ้านเล่าสัมพันธ์,89.5,บริการธุรกิจ,ได้รับอนุญาต,เมืองชัยภูมิ,ชัยภูมิ,15.851064,102.068533,ตรงตามมาตรฐาน,,ตรวจปี 2567 แล้ว,2567-12-13 00:00:00,
05520482,ห้างหุ้นส่วนจำกัด ไทยซีคอน,หนองบัวระเหว เรดิโอ,89.75,บริการธุรกิจ,ได้รับอนุญาต,หนองบัวระเหว,ชัยภูมิ,15.762498,101.743168,,ตรงตามมาตรฐาน,ยังไม่ตรวจ,2567-12-26 00:00:00,
05520445,วัดชัยภูมิวนาราม,พระพุทธศาสนาวัดชัยภูมิวนาราม,90.0,บริการสาธารณะ,ได้รับอนุญาต,เมืองชัยภูมิ,ชัยภูมิ,15.822754,102.025769,,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-11-15 00:00:00,
05520430,ห้างหุ้นส่วนจำกัด เขาเขียวเรดิโอ,เขาเขียวเรดิโอ,90.25,บริการธุรกิจ,ได้รับอนุญาต,เกษตรสมบูรณ์,ชัยภูมิ,16.202322,101.904495,ตรงตามมาตรฐาน,,ตรวจปี 2567 แล้ว,2567-12-27 00:00:00,
05540021,ห้างหุ้นส่วนจำกัด เพชรนิรันดิ์,เพชรนิรันดิ์ เรดิโอ,90.25,บริการธุรกิจ,ได้รับอนุญาต,เนินสง่า,ชัยภูมิ,15.559958,101.978967,ตรงตามมาตรฐาน,,ตรวจปี 2567 แล้ว,2567-12-13 00:00:00,
05520483,ห้างหุ้นส่วนจำกัด มงคลธนาภรณ์,ฮอตเรดิโอ,90.5,บริการธุรกิจ,ได้รับอนุญาต,เมืองชัยภูมิ,ชัยภูมิ,15.763418,102.006511,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-17 00:00:00,
05520395,ห้างหุ้นส่วนจำกัด พูชัย ซัพพลายเออร์,ข้าวเหนียวเรดิโอ,90.5,บริการธุรกิจ,ได้รับอนุญาต,แก้งคร้อ,ชัยภูมิ,16.106686,102.105742,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-11-28 00:00:00,
05550003,ห้างหุ้นส่วนจำกัด ซันสตาร์ เรดิโอ,วิทยุเพื่อธุรกิจ,90.75,บริการธุรกิจ,ได้รับอนุญาต,แก้งคร้อ,ชัยภูมิ,16.098847,102.257036,ตรงตามมาตรฐาน,,ตรวจปี 2567 แล้ว,2567-12-16 00:00:00,
05520480,มูลนิธิเสียงธรรมเพื่อประชาชน ในพระอุปถัมภ์ สมเด็จพระเจ้าน้องนางเธอ เจ้าฟ้าจุฬาภรณวลัยลักษณ์ อัครราชกุมารี กรมพระศรีสวางควัฒน วรขัตติยราชนารี,เสียงธรรมเพื่อประชาชนฯ วัดป่าประดู่งาม,91.0,บริการสาธารณะ,ได้รับอนุญาต,เทพสถิต,ชัยภูมิ,15.515804,101.475348,,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-11-28 00:00:00,
05540094,ห้างหุ้นส่วนจำกัด ภคนันท์ กรุ๊ป,คนรักสุขภาพ,91.0,บริการธุรกิจ,ได้รับอนุญาต,ภักดีชุมพล,ชัยภูมิ,15.995691,101.447933,,,ตรวจปี 2567 แล้ว,2567-12-25 00:00:00,
05520427,ห้างหุ้นส่วนจำกัด ศุภวรรธณไพศาล,ชุมชนเมือง,91.25,บริการธุรกิจ,ได้รับอนุญาต,เมืองชัยภูมิ,ชัยภูมิ,15.822897,102.05503,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-16 00:00:00,
05520465,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,เมืองภูเขียว,91.5,บริการสาธารณะ,ได้รับอนุญาต,ภูเขียว,ชัยภูมิ,16.342456,102.09221,,ตรงตามมาตรฐาน,ยังไม่ตรวจ,2567-11-04 00:00:00,
05520472,ห้างหุ้นส่วนจำกัด ปึงรุ่งเรืองพืชผล,ลูกทุ่งพญาแล,91.75,บริการธุรกิจ,ได้รับอนุญาต,เมืองชัยภูมิ,ชัยภูมิ,15.693149,102.014818,,,ยังไม่ตรวจ,-,
05540031,มูลนิธิเสียงธรรมเพื่อประชาชน ในพระอุปถัมภ์ สมเด็จพระเจ้าน้องนางเธอ เจ้าฟ้าจุฬาภรณวลัยลักษณ์ อัครราชกุมารี กรมพระศรีสวางควัฒน วรขัตติยราชนารี,เสียงธรรมเพื่อประชาชนฯ ชูชัย,91.75,บริการสาธารณะ,ได้รับอนุญาต,ภูเขียว,ชัยภูมิ,16.360607,102.118365,,,ตรวจปี 2567 แล้ว,2567-11-28 00:00:00,
05520408,ห้างหุ้นส่วนจำกัด ไทยซีคอน,คนบำเหน็จฯ เฉลิมพระเกียรติ,92.0,บริการธุรกิจ,ได้รับอนุญาต,บำเหน็จณรงค์,ชัยภูมิ,15.441013,101.690113,,ตรงตามมาตรฐาน,ยังไม่ตรวจ,2567-12-26 00:00:00,
05520401,ห้างหุ้นส่วนจำกัด บ้านประคองทรัพย์,คนนครซำ,92.0,บริการธุรกิจ,ได้รับอนุญาต,แก้งคร้อ,ชัยภูมิ,16.14644,102.27607,ตรงตามมาตรฐาน,,ตรวจปี 2567 แล้ว,2567-12-16 00:00:00,
05520415,กลุ่มคนคนรักสุขภาพ,คนรักสุขภาพ,92.25,บริการชุมชน,ได้รับอนุญาต,เกษตรสมบูรณ์,ชัยภูมิ,16.127217,101.897899,ตรงตามมาตรฐาน,,ตรวจปี 2567 แล้ว,-,
05520447,เทศบาลตำบลบ้านเพชร,เพชรรัตน์,92.5,บริการสาธารณะ,ยกเลิก,บำเหน็จณรงค์,ชัยภูมิ,15.443272,101.686048,,,,,ตามมติ กสทช. 1/2567 ลว 10 ม.ค. 2567
05520392,บริษัท ลูกทุ่งเน็ตเวิร์ก จำกัด,BIG FM ,93.0,บริการธุรกิจ,ได้รับอนุญาต,เมืองชัยภูมิ,ชัยภูมิ,15.745475,102.016336,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-11-28 00:00:00,
05520458,ห้างหุ้นส่วนจำกัด ชาญวิวัฒน์ เรดิโอ,แฟมิลี่ เรดิโอ,93.25,บริการธุรกิจ,ได้รับอนุญาต,เมืองชัยภูมิ,ชัยภูมิ,15.803713,102.0275,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-13 00:00:00,
05520421,ห้างหุ้นส่วนจำกัด วิเศษประดิษฐ,วิเศษประดิษฐแก้งคร้อเรดิโอ,93.75,บริการธุรกิจ,ได้รับอนุญาต,แก้งคร้อ,ชัยภูมิ,16.047983,102.17799,ตรงตามมาตรฐาน,,ยังไม่ตรวจ,2567-12-27 00:00:00,
05520400,ห้างหุ้นส่วนจำกัด คนชัยภูมิ,คนชัยภูมิ,94.0,บริการธุรกิจ,ได้รับอนุญาต,เมืองชัยภูมิ,ชัยภูมิ,15.822982,102.05913,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-19 00:00:00,
05520440,ห้างหุ้นส่วนจำกัด วิลาสวิทยุธุรกิจ,บ้านผือ,94.5,บริการธุรกิจ,ได้รับอนุญาต,เมืองชัยภูมิ,ชัยภูมิ,15.819054,102.095329,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-11-30 00:00:00,
05520471,บริษัท ลูกทุ่งเน็ตเวิร์ก จำกัด,ลูกทุ่งเน็ตเวิร์ก ,94.75,บริการธุรกิจ,ได้รับอนุญาต,เมืองชัยภูมิ,ชัยภูมิ,15.745475,102.016336,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-11-28 00:00:00,
05520423,ห้างหุ้นส่วนจำกัด จัตุรัส บรอดแคสติ้ง,จัตุรัส เรดิโอ,95.0,บริการธุรกิจ,ได้รับอนุญาต,จัตุรัส,ชัยภูมิ,15.556342,101.840314,,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-11-28 00:00:00,
05520413,ห้างหุ้นส่วนจำกัด พี พี พี มีเดียเฮาส์,คนรักษ์ถิ่น,95.5,บริการธุรกิจ,ได้รับอนุญาต,เมืองชัยภูมิ,ชัยภูมิ,15.78409,102.009295,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-07 00:00:00,
05550004,ห้างหุ้นส่วนจำกัด เอสเอส รุ่งเรดิโอ,เอส.เอส.รุ่งเรดิโอ,95.75,บริการธุรกิจ,ได้รับอนุญาต,แก้งคร้อ,ชัยภูมิ,16.098847,102.257036,ตรงตามมาตรฐาน,,ตรวจปี 2567 แล้ว,2567-12-18 00:00:00,
05520402,ห้างหุ้นส่วนจำกัด คนนางแดด เรดิโอ,คนนางแดด เรดิโอ,96.5,บริการธุรกิจ,ได้รับอนุญาต,หนองบัวแดง,ชัยภูมิ,16.162479,101.63886,ตรงตามมาตรฐาน,,ตรวจปี 2567 แล้ว,2567-12-19 00:00:00,
05520479,มูลนิธิเสียงธรรมเพื่อประชาชน ในพระอุปถัมภ์ สมเด็จพระเจ้าน้องนางเธอ เจ้าฟ้าจุฬาภรณวลัยลักษณ์ อัครราชกุมารี กรมพระศรีสวางควัฒน วรขัตติยราชนารี,เสียงธรรมเพื่อประชาชนฯ วัดเขาตาเงาะอุดมพร,97.0,บริการสาธารณะ,ได้รับอนุญาต,หนองบัวระเหว,ชัยภูมิ,15.75657,101.793894,,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-11-28 00:00:00,
05520462,ห้างหุ้นส่วนจำกัด บำเหน็จไทยเจริญ,มูลนิธิพระฤทธิฦาชัย,97.25,บริการธุรกิจ,ได้รับอนุญาต,บำเหน็จณรงค์,ชัยภูมิ,15.504616,101.687821,,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-20 00:00:00,
05520461,มหาวิทยาลัยราชภัฏชัยภูมิ,มหาวิทยาลัยราชภัฏชัยภูมิ,98.0,บริการสาธารณะ,ได้รับอนุญาต,เมืองชัยภูมิ,ชัยภูมิ,15.929843,102.020319,,,ตรวจปี 2567 แล้ว,2567-11-27 00:00:00,
05520454,ห้างหุ้นส่วนจำกัด วิเศษประดิษฐ,มิตรประชา เรดิโอ,98.25,บริการธุรกิจ,ได้รับอนุญาต,ภูเขียว,ชัยภูมิ,16.368253,102.131788,ตรงตามมาตรฐาน,,ยังไม่ตรวจ,2567-12-27 00:00:00,
05540053,ห้างหุ้นส่วนจำกัด เนินสง่า เรดิโอ,คนเนินสง่า,98.5,บริการธุรกิจ,ได้รับอนุญาต,เนินสง่า,ชัยภูมิ,15.558232,101.995974,ตรงตามมาตรฐาน,,ยังไม่ตรวจ,2567-12-24 00:00:00,
05520435,ห้างหุ้นส่วนจำกัด ถิ่นไทยงามเรดิโอ,ถิ่นไทยงาม,98.75,บริการธุรกิจ,ได้รับอนุญาต,เมืองชัยภูมิ,ชัยภูมิ,15.787085,102.205516,ตรงตามมาตรฐาน,,ตรวจปี 2567 แล้ว,2567-12-07 00:00:00,
05520431,ห้างหุ้นส่วนจำกัด ทุมมาพารวย,หนองบัวบาน เรดิโอ,99.0,บริการธุรกิจ,ได้รับอนุญาต,จัตุรัส,ชัยภูมิ,15.673852,101.867194,,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-23 00:00:00,
05520424,กลุ่มคนคลื่นมหาชนคนจัตุรัสรักถิ่น,จัตุรัสรักถิ่น,99.25,บริการชุมชน,ได้รับอนุญาต,จัตุรัส,ชัยภูมิ,15.575332,101.846988,ตรงตามมาตรฐาน,,ยังไม่ตรวจ,-,
05540073,ห้างหุ้นส่วนจำกัด ไอซีเอสมีเดีย,ห้วยบงเรดิโอ,99.5,บริการธุรกิจ,ได้รับอนุญาต,เมืองชัยภูมิ,ชัยภูมิ,15.847327,102.168076,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ยังไม่ตรวจ,-,
05520473,ห้างหุ้นส่วนจำกัด วิชิต 2012,รักษ์ไทย เรดิโอ,99.75,บริการธุรกิจ,ได้รับอนุญาต,จัตุรัส,ชัยภูมิ,15.683624,101.862646,,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-13 00:00:00,
05520432,ห้างหุ้นส่วนจำกัด หนาซุย,ท้องถิ่นไทยสมายเรดิโอ,100.0,บริการธุรกิจ,ได้รับอนุญาต,บ้านแท่น,ชัยภูมิ,16.414709,102.342057,,,ตรวจปี 2567 แล้ว,2567-12-24 00:00:00,
05520433,กลุ่มคนพัฒนาชุมชน,วิทยุชุมชนท๊อป เรดิโอ,100.25,บริการชุมชน,ยกเลิก,หนองบัวระเหว,ชัยภูมิ,15.756285,101.753194,,ตรงตามมาตรฐาน,ยังไม่ตรวจ,,ตามมติ กสทช. ครั้งที่ 22/2567 ลว. 4 ต.ค. 2567
05520439,ห้างหุ้นส่วนจำกัด ฤทธิ์รุ่งเรือง เรดิโอ,โนนทรายคำ,100.25,บริการธุรกิจ,ได้รับอนุญาต,ภูเขียว,ชัยภูมิ,16.376199,102.121707,,ตรงตามมาตรฐาน,ยังไม่ตรวจ,2567-12-27 00:00:00,
05520444,ห้างหุ้นส่วนจำกัด พญาแล เรดิโอ,พญาแล เรดิโอ,100.75,บริการธุรกิจ,ได้รับอนุญาต,เมืองชัยภูมิ,ชัยภูมิ,15.81262,102.033774,,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-16 00:00:00,
05520437,ห้างหุ้นส่วนจำกัด กุ้งนาง เรดิโอ,ต้นน้ำชี เรดิโอ,101.0,บริการธุรกิจ,ได้รับอนุญาต,หนองบัวแดง,ชัยภูมิ,16.076319,101.794592,,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-24 00:00:00,
05520436,ห้างหุ้นส่วนจำกัด นครกาหลงธุรกิจ โฆษณา,นครกาหลง,101.25,บริการธุรกิจ,ได้รับอนุญาต,คอนสวรรค์,ชัยภูมิ,15.930235,102.275339,ตรงตามมาตรฐาน,,ตรวจปี 2567 แล้ว,2567-12-12 00:00:00,
05520404,ห้างหุ้นส่วนจำกัด ศุภรเพ็ญ มาเก็ตติ้ง,แม็กซ์ เรดิโอ,102.25,บริการธุรกิจ,ได้รับอนุญาต,แก้งคร้อ,ชัยภูมิ,16.189578,102.32665,,ตรงตามมาตรฐาน,ยังไม่ตรวจ,2567-12-24 00:00:00,
05540032,ห้างหุ้นส่วนจำกัด ไอซีเอสมีเดีย,คลื่นมวลชนสัมพันธ์,102.5,บริการธุรกิจ,ได้รับอนุญาต,เมืองชัยภูมิ,ชัยภูมิ,15.847327,102.168076,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ยังไม่ตรวจ,-,
05520474,ห้างหุ้นส่วนจำกัด ไทยซีคอน,ลูกพ่อขุน,102.75,บริการธุรกิจ,ได้รับอนุญาต,บำเหน็จณรงค์,ชัยภูมิ,15.441013,101.690113,,ตรงตามมาตรฐาน,ยังไม่ตรวจ,2567-12-26 00:00:00,
05550002,ห้างหุ้นส่วนจำกัด เอ็กซ์-อาย เรดิโอ,พัฒนาและส่งเสริมการเรียนรู้ชุมชนวังชมภู,103.0,บริการธุรกิจ,ได้รับอนุญาต,หนองบัวแดง,ชัยภูมิ,16.125997,101.622221,,,ตรวจปี 2567 แล้ว,2567-11-28 00:00:00,
05520468,ห้างหุ้นส่วนจำกัด สยามไทยเรดิโอ (2012),ลูกทุ่งไทยคนชัยภูมิ,103.25,บริการธุรกิจ,ได้รับอนุญาต,เมืองชัยภูมิ,ชัยภูมิ,15.870571,102.019787,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-02 00:00:00,
05520403,ห้างหุ้นส่วนจำกัด โนนคร้อวิทยุ1035,คนโนนคร้อ,103.5,บริการธุรกิจ,ได้รับอนุญาต,จัตุรัส,ชัยภูมิ,15.437125,101.833718,,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-11 00:00:00,
05540036,บริษัท จัตุรัส วาไรตี้ มีเดีย จำกัด,วาไรตี้ เรดิโอ,103.75,บริการธุรกิจ,ได้รับอนุญาต,จัตุรัส,ชัยภูมิ,15.558564,101.822963,,ตรงตามมาตรฐาน,ยังไม่ตรวจ,-,
05520476,สหกรณ์การเกษตรบ้านเขว้า จำกัด,สหกรณ์การเกษตรบ้านเขว้า,104.0,บริการธุรกิจ,ได้รับอนุญาต,บ้านเขว้า,ชัยภูมิ,15.772471,101.906406,,,ตรวจปี 2567 แล้ว,-,
05520475,ห้างหุ้นส่วนจำกัด นครกาหลงธุรกิจ โฆษณา,สตาร์นิวนครกาหลง,104.25,บริการธุรกิจ,ได้รับอนุญาต,คอนสวรรค์,ชัยภูมิ,15.964022,102.331344,,,ตรวจปี 2567 แล้ว,2567-12-12 00:00:00,
05540049,ห้างหุ้นส่วนจำกัด น้ำผึ้ง เรดิโอ,น้ำผึ้ง เรดิโอ,104.5,บริการธุรกิจ,ได้รับอนุญาต,เมืองชัยภูมิ,ชัยภูมิ,15.865688,102.063661,,,ยังไม่ตรวจ,2567-12-16 00:00:00,
05520434,ห้างหุ้นส่วนจำกัด วิเศษประดิษฐ,เทพนิมิต เรดิโอ,104.75,บริการธุรกิจ,ได้รับอนุญาต,ภูเขียว,ชัยภูมิ,16.370522,102.144445,,ตรงตามมาตรฐาน,ยังไม่ตรวจ,2567-12-27 00:00:00,
05520399,ห้างหุ้นส่วนจำกัด สตาร์ ออฟ พาราไดซ์ เรคคอร์ด,คนใจใส,105.0,บริการธุรกิจ,ได้รับอนุญาต,เมืองชัยภูมิ,ชัยภูมิ,15.851513,102.070353,ตรงตามมาตรฐาน,,ตรวจปี 2567 แล้ว,2567-12-12 00:00:00,
05520416,ห้างหุ้นส่วนจำกัด แสนหล้า โกลด์,คนลุ่มน้ำพรม,105.75,บริการธุรกิจ,ได้รับอนุญาต,ภูเขียว,ชัยภูมิ,16.410142,102.061605,ตรงตามมาตรฐาน,,ยังไม่ตรวจ,-,
05520420,ห้างหุ้นส่วนจำกัด วิเศษประดิษฐ,วิเศษประดิษฐ,106.0,บริการธุรกิจ,ได้รับอนุญาต,คอนสาร,ชัยภูมิ,16.610379,101.938217,,,ยังไม่ตรวจ,2567-12-27 00:00:00,
05520453,ห้างหุ้นส่วนจำกัด วิเศษประดิษฐ,วิเศษประดิษฐ ภูเขียวเรดิโอ,106.75,บริการธุรกิจ,ได้รับอนุญาต,ภูเขียว,ชัยภูมิ,16.368217,102.131774,ตรงตามมาตรฐาน,,ยังไม่ตรวจ,2567-12-27 00:00:00,
05520419,บริษัท ซีเนมาเทค จำกัด,ความรู้สู่ชุมชนชัยภูมิ,107.0,บริการธุรกิจ,ได้รับอนุญาต,เมืองชัยภูมิ,ชัยภูมิ,15.824753,102.042129,,,ตรวจปี 2567 แล้ว,-,
05520394,ห้างหุ้นส่วนจำกัด แก้งคร้อ เรดิโอ,แก้งคร้อเรดิโอ,107.0,บริการธุรกิจ,ได้รับอนุญาต,แก้งคร้อ,ชัยภูมิ,16.107289,102.102962,,ตรงตามมาตรฐาน,ยังไม่ตรวจ,2567-12-20 00:00:00,
05520451,สำนักงานคณะกรรมการการอาชีวศึกษา,เพื่อการศึกษาและพัฒนาอาชีพ (R-Radio Network) วิทยาลัยเทคนิคชัยภูมิ,107.25,บริการสาธารณะ,ได้รับอนุญาต,เมืองชัยภูมิ,ชัยภูมิ,15.810879,102.016748,,,ตรวจปี 2567 แล้ว,2567-11-21 00:00:00,
05540054,ห้างหุ้นส่วนจำกัด จอมสุรางค์ เรดิโอ,ช้างเผือก,87.75,บริการธุรกิจ,ได้รับอนุญาต,เมืองนครราชสีมา,นครราชสีมา,14.977832,102.07258,ตรงตามมาตรฐาน,,ยังไม่ตรวจ,2567-12-20 00:00:00,
05520107,ห้างหุ้นส่วนจำกัด 555 ยาเสร็จ เรดิโอ,ชาวนา เรดิโอ,87.75,บริการธุรกิจ,ได้รับอนุญาต,ครบุรี,นครราชสีมา,14.527918,102.24457,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-21 00:00:00,
05520135,ห้างหุ้นส่วนจำกัด ลูกทุ่งแม็กซาโก้(นครราชสีมา),ลูกทุ่งแม็กซาโก้(นครราชสีมา),88.0,บริการธุรกิจ,ได้รับอนุญาต,วังน้ำเขียว,นครราชสีมา,14.548664,101.992992,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-20 00:00:00,
05520058,ห้างหุ้นส่วนจำกัด 555 ยาเสร็จ เรดิโอ,คนรักครบุรี แฮปปี้ เรดิโอ,88.25,บริการธุรกิจ,ได้รับอนุญาต,ครบุรี,นครราชสีมา,14.527918,102.24457,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-21 00:00:00,
05520154,วัดบ้านหมัน (ชัยมงคล),วัดบ้านหมัน,88.25,บริการสาธารณะ,ได้รับอนุญาต,คง,นครราชสีมา,15.471475,102.296434,,,ยังไม่ตรวจ,-,
05520031,ห้างหุ้นส่วนจำกัด คนจักราช มีเดีย,คนจักราช,88.25,บริการธุรกิจ,ได้รับอนุญาต,จักราช,นครราชสีมา,15.01135,102.417773,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-26 00:00:00,
05520149,ห้างหุ้นส่วนจำกัด สิบตระกูล เรดิโอ,ปักธงชัย,88.25,บริการธุรกิจ,ยกเลิก,ปักธงชัย,นครราชสีมา,14.715619,102.02256,,,ยังไม่ตรวจ,,ตามมติ กสทช. ครั้งที่ 22/2567 ลว. 4 ต.ค. 2567
05520033,ห้างหุ้นส่วนจำกัด ดีเคที มิเดีย,คนด่านขุนทด,88.5,บริการธุรกิจ,ได้รับอนุญาต,ด่านขุนทด,นครราชสีมา,15.201366,101.764031,ตรงตามมาตรฐาน,,ยังไม่ตรวจ,-,
05520192,ห้างหุ้นส่วนจำกัด สระสูงเนิน,เสียงสร้างสรรค์ เรดิโอ,88.5,บริการธุรกิจ,ได้รับอนุญาต,สูงเนิน,นครราชสีมา,14.915822,101.792535,,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-01 00:00:00,
05520189,ห้างหุ้นส่วนจำกัด ปากช่อง เรดิโอ,ปากช่อง เรดิโอ,89.0,บริการธุรกิจ,ได้รับอนุญาต,ปากช่อง,นครราชสีมา,14.7164,101.41674,ตรงตามมาตรฐาน,,ตรวจปี 2567 แล้ว,-,
05520097,สมาคมวิชาชีพวิทยุ-โทรทัศน์ภาคประชาชน,สายสัมพันธ์เรดิโอ,89.0,บริการสาธารณะ,ได้รับอนุญาต,โนนแดง,นครราชสีมา,15.414839,102.557333,,,ตรวจปี 2567 แล้ว,2567-11-24 00:00:00,
05520024,ห้างหุ้นส่วนจำกัด กันเองเรดิโอ,กันเองเรดิโอ,89.5,บริการธุรกิจ,ได้รับอนุญาต,ชุมพวง,นครราชสีมา,15.355052,102.827928,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-26 00:00:00,
05520239,ห้างหุ้นส่วนจำกัด ศุภมาส เรดิโอ สเตชั่น,สไมล์เวฟ เรดิโอ,89.5,บริการธุรกิจ,ได้รับอนุญาต,ปากช่อง,นครราชสีมา,14.71693,101.455397,ตรงตามมาตรฐาน,,ตรวจปี 2567 แล้ว,2567-12-05 00:00:00,
05550026,มูลนิธิพุทธอเนกประสงค์วัดสังฆทาน,สถานีวิทยุสังฆทานธรรม คลื่นขาวของชาวพุทธ อ.เมืองนครราชสีมา จ.นครราชสีมา,89.5,บริการสาธารณะ,ยกเลิก,เมืองนครราชสีมา,นครราชสีมา,14.981689,102.075691,,,,,ตามมติ กสทช. 1/2567 ลว 10 ม.ค. 2567
05520178,ห้างหุ้นส่วนจำกัด สวีทเวฟ เรดิโอ,High Wave,89.75,บริการธุรกิจ,ได้รับอนุญาต,เมืองนครราชสีมา,นครราชสีมา,15.033326,102.105562,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-09 00:00:00,
